effective_date,v8_local_industry_id,v8_local_industry_name,v8_parent_id,v8_parent_name,v7_sw_l1_code,v7_sw_l1_name,v7_parent_code,v7_parent_name,src,shared_symbol_count,v8_symbol_count,v7_symbol_count,jaccard_score,coverage_vs_v8,coverage_vs_v7,candidate_rank,best_match_flag,mapping_type,manual_review_flag,decision_reason
2023-03-31,859713.SI,859713.SI,,,,,,,SW2014,0,26,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-03-31,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-03-31,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-03-31,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-03-31,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-03-31,859822.SI,859822.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859511.SI,859511.SI,,,,,,,SW2014,0,20,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859512.SI,859512.SI,,,,,,,SW2014,0,11,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859521.SI,859521.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859622.SI,859622.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859711.SI,859711.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859712.SI,859712.SI,,,,,,,SW2014,0,43,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859713.SI,859713.SI,,,,,,,SW2014,0,26,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-04-28,859822.SI,859822.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859512.SI,859512.SI,,,,,,,SW2014,0,11,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859521.SI,859521.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859622.SI,859622.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859711.SI,859711.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859712.SI,859712.SI,,,,,,,SW2014,0,43,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859713.SI,859713.SI,,,,,,,SW2014,0,27,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-05-31,859822.SI,859822.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859512.SI,859512.SI,,,,,,,SW2014,0,11,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859521.SI,859521.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859622.SI,859622.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859711.SI,859711.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859712.SI,859712.SI,,,,,,,SW2014,0,43,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859713.SI,859713.SI,,,,,,,SW2014,0,27,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-06-30,859822.SI,859822.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859711.SI,859711.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859712.SI,859712.SI,,,,,,,SW2014,0,44,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859713.SI,859713.SI,,,,,,,SW2014,0,27,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-07-31,859822.SI,859822.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859711.SI,859711.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859712.SI,859712.SI,,,,,,,SW2014,0,46,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859713.SI,859713.SI,,,,,,,SW2014,0,27,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859714.SI,859714.SI,,,,,,,SW2014,0,13,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859721.SI,859721.SI,,,,,,,SW2014,0,23,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-08-31,859822.SI,859822.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859711.SI,859711.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859712.SI,859712.SI,,,,,,,SW2014,0,54,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859713.SI,859713.SI,,,,,,,SW2014,0,30,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859714.SI,859714.SI,,,,,,,SW2014,0,15,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859721.SI,859721.SI,,,,,,,SW2014,0,28,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-09-28,859822.SI,859822.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859711.SI,859711.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859712.SI,859712.SI,,,,,,,SW2014,0,54,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859713.SI,859713.SI,,,,,,,SW2014,0,30,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859714.SI,859714.SI,,,,,,,SW2014,0,15,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859721.SI,859721.SI,,,,,,,SW2014,0,28,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-10-31,859822.SI,859822.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859711.SI,859711.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859712.SI,859712.SI,,,,,,,SW2014,0,54,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859713.SI,859713.SI,,,,,,,SW2014,0,30,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859714.SI,859714.SI,,,,,,,SW2014,0,15,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859721.SI,859721.SI,,,,,,,SW2014,0,28,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-11-30,859822.SI,859822.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859511.SI,859511.SI,,,,,,,SW2014,0,18,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859512.SI,859512.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859521.SI,859521.SI,,,,,,,SW2014,0,8,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859621.SI,859621.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859622.SI,859622.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859631.SI,859631.SI,,,,,,,SW2014,0,10,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859632.SI,859632.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859633.SI,859633.SI,,,,,,,SW2014,0,12,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859711.SI,859711.SI,,,,,,,SW2014,0,6,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859712.SI,859712.SI,,,,,,,SW2014,0,54,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859713.SI,859713.SI,,,,,,,SW2014,0,30,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859714.SI,859714.SI,,,,,,,SW2014,0,15,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859721.SI,859721.SI,,,,,,,SW2014,0,28,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859811.SI,859811.SI,,,,,,,SW2014,0,9,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859821.SI,859821.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
2023-12-29,859822.SI,859822.SI,,,,,,,SW2014,0,7,0,0.0,0.0,0.0,1,1,UNMATCHED,1,no_shared_symbols
